job_id|freelancer_id|job_title|job_description|hourly_rate|weekly_hours_needed|project_length|experience_level|skills_required|earnings|feedback_for_freelancer|client_location|feedback_for_client|profile_link
0|1047|Technical business analyst|- writing a business Documents on confluence Jira for a solution which almost ready . - R&D / implementation done - SOME FLOW are ready on Lucid-chart as technical  FLOWS.  - Solution is based on modules . we will work each module alone.  -Requirements : a- show some work you have done before b- availability more than 15 hrs/ at least per week.  - We will test you with 2 hrs ( paid ) with a simple Flow  - Experience in Jira , scrum-master is a +|$25.00|Less than 30 hrs/week|More than 6 months|Intermediate|Requirement Analysis,Business Analysis|$25.00|1.0|Lebanon Beirut|1.00|https://www.upwork.com/jobs/~0183059143635e469f
0|1047|Business Analyst - Web Application Specifications|Hi there,  A Business Analyst is needed to write high level specifications and draw flow diagrams for the different processes.|||||Requirement Analysis,Business Analysis,Swim Lane Diagrams|$25.00||Israel Rechovot|5.00|https://www.upwork.com/jobs/~0170a9d59415aa0dac
0|1047|ServiceNow ITBM business analyst|Looking for an experienced business analyst for PMO modernization project. To document a requirement for implementing ITBM module (demand management) for a project (PMO modernization) project objective :IT PMO to ensure company procedures, practices and operations go right — on time, on budget and all in the same way. “PMOs are there to ensure project and program success, and that’s critical because organizations deliver value through projects and programs. Scope of the project: Standards: Managing policies and procedures Knowledge: Knowledge management and training Consulting: Expert guidance for project delivery Phase 1: Assess ABM’s PMO maturity, establish essential IT PMO processes, procedures & Tools. Phase 2: Establish ABM IT PMO (Financial Management. ABM Project Management handbook). Phase 3: Establish Benefit Realization, Assurance & compliance. All Phases: (1 – 3): Training & on-boarding the PMs.  Required Experience  Experience in ITBM demand management documentation Product management office Experience in making PMO recommendations JIRA knowledge is a plus Prior experience with continuous integration is a plus   To be a best fit for this project you need:  Ability to communicate clearly Dedication to meet project deadlines in a timely manner Write “I am a human” at the top of your proposal Attention to details Willingness to sign an NDA|$20.00|Less than 30 hrs/week|3 to 6 months|Intermediate|Requirement Analysis,Business Process Modeling,Business Analysis,Project Management,Organizational Design & Effectiveness,Agile Project Management,User Acceptance Testing,Smartsheet,Management Consulting,Agile Software Development,Business Operations,ServiceNow,Product Management,Product Backlog,Kanban Methodology,User Stories,Systems Development Life Cycle,Test Plan,Change Management,Business Modeling,Strategy,Project Portfolio Management,Requirement Management,Project Management Office,Waterfall,Quickscrum,Company Policy,Regression Test Script,Scaled Agile Framework,Product Strategy|$470.00|5.0|United States Houston|5.00|https://www.upwork.com/jobs/~01c4945e5ca5544872
0|1047|Business Analyst / Technical Writer needed to update/improve agile project documentation.|I need some assistance with updating and organizing requirements and documentation for an agile software project.  After getting to Alpha launch phase with our SaaS project, our developer informed us that he, unfortunately, needed to take some time off for health-related reasons.  As such, I am now in need of someone that can help to update, improve and organize our product requirements documentation so that it is ready for the new development team coming in soon to get started with beta phase.  Currently, we have some great original documentation that is in Google Docs and Sheets and we used JIRA to track requirements and delivery through agile sprints.  Unfortunately, as Agile projects go, the documentation didn't stay up to date with the development so now it needs some assistance.  Ideally, I would like to update just one location with a single source of truth for the dev team to access (perhaps Confluence) so someone with strong working knowledge with setting up and configuring documentation and requirements frameworks in Atlassian tools (JIRA, Confluence, etc) would be preferred.  I am in UTC-5 (EST) time zone and there will need to be some collaboration between us.  I will also need someone that is fluent in English (both verbal and written) for this effort.|$25.00||Less than a month|Intermediate|/Business Analysis & Strategy Skills,Business Process Modeling/Other,Technical Writing,Business Analysis,Agile Project Management,English,Requirements Specification,User Stories,Use Case Diagram,Process Flow Diagram,Process Documentation,Software Documentation,Requirement Analysis|$883.33|5.0|Cayman Islands Grand Cayman|5.00|https://www.upwork.com/jobs/~018ffa55a1782fa5c4
0|1047|Functional Requirement Document|I need a very experienced technology business analyst to develop a functional requirement document for a change management service portal tool. Please see attached business requirement document. I can provide screenshots as needed.|||||Requirement Analysis,Business Process Modeling,Business Analysis,Business Process Reengineering|$350.00|5.0|United States Pittsburgh|5.00|https://www.upwork.com/jobs/~012d24fa9a877bcacd
0|1047|Business Requirements|Need requirements for a project - details to be shared..|||||Requirement Analysis,Business Analysis,User Stories|$75.00|5.0|United States Hopkinton|5.00|https://www.upwork.com/jobs/~018eb14d88665b1270
0|1047|Business Analysis Report|To prepare a Business Analysis Report following the outline attached. Please contact us for further information.||Less than 30 hrs/week|Less than a month|Intermediate|Business Plan,Business Valuation,Management Consulting,Business Consulting,Report Writing,Business Services,Business Analysis,Data Analysis,Business Process Modeling,Requirement Analysis,Business Modeling|$130.00|5.0|Canada Montréal|5.00|https://www.upwork.com/jobs/~018839439e5912e551
0|217|McKinsey Research Model and Proposal|We are a business development company that is looking to bring on a large company, but need to have some research conducted first.  I need this completed in 2 weeks from kick off  Research and provide Case study Federal Government Business Development models for  large ($500M+ annual revenue) construction company.  However, more specially, in the facility maintenance sector. The specificity of the industry is priority, but we understand that facility maintenance data may be limited.  The case study company should also have capacity to facilitate across US and its Territories.  Research the BD Consulting company's strategy/approach of how they penetrated the government sector for that case study example.  Provide price model for consulting company's fee structure to provide such service.  Produce McKinsey style report from the market research.|$85.00|Less than 30 hrs/week|Less than a month||Market Research,Business Development,price model|$949.17|5.0|United States Palmetto Bay|5.00|https://www.upwork.com/jobs/~017298c1371c3b6c57
0|217|Review loi|Looking for a fast turn around. The Deal is getting ready to close. I need a competent review of the docs. We are doing a closing in 45 days. I just need a quick review to double check.|$85.00|Less than 30 hrs/week|Less than a month||/Business Analysis & Strategy Skills,Business Modeling,Business Valuation|$170.00|4.8|United States Southborough|4.80|https://www.upwork.com/jobs/~018223c2f209d16a38
0|217|Business valuation for a patented device|Hi, Job Description / Goal The goal is to do a business valuation of my company. Either do the valuation directly or research individuals or companies to evaluate the worth of my product and all the other items associated with the product.    If you don't want to do valuation; then you only need to put in touch with the right people or companies; presumably business brokers or similar entities.  It is helpful, but not required to have a background in medical devices, healthcare and FDA regulatory affairs.   To this end, the individual tasks are: 1. Reach out to anyone you can find and make inquiries 2. Explain the background and see if they can do an evaluation and obviously gather all the details about the valuation (Cost, Time, Details, etc.) 3. Either do the valuation or find the proper entity to do it.  I will provide any technical background they require.  Background  I have a medical device that is ready to sell. It has all of these attributes: • Fully patented (not patent pending) • FDA 510k clearance to sell the device as a prescription device (510k Rx) • FDA 510k clearance to sell the device Over the Counter (510k OTC) • Manufacturing has been established. The device is manufactured via injection mold and the mold has been manufactured.  Up to 1M units can be produced in a short amount of time. • There is a website (under construction) run by a medical marketing professional and is available (if desired) • The patent and all the submissions / updates / filings are up to date with the patent attorneys.  I believe the first 4 bullets hold the value, the last two are there for completeness.|$75.00|Less than 30 hrs/week|Less than a month|Intermediate|/Business Analysis & Strategy Skills,Business Valuation|$262.50||United States San Diego|5.00|https://www.upwork.com/jobs/~013a7d727fa7409c46
