freelancer_id|location|success_rate|badge|t_earnings|t_jobs|t_hours|hours_per_week|languages|profile_title|hourly_rate|skills|profile_link
465|Rawalpindi, Pakistan|97%|TOP RATED||47|236|More than 30 hrs/week|English: Native or Bilingual|"Make or Integromat Expert and Consultant | Zapier Expert"|$40.00/hr|/Digital Project Management Services,Specifications,Milestones/Digital Project Management Tools,Microsoft Project,Jira,Trello/Digital Project Management Skills,Digital Project Management/Other Skills,Project Logistics,Cost Control,Research & Strategy,Business Cases,Critical Thinking Skills,Decision Making,Communications,Team Alignment,Time Management,Project Scheduling,Leadership Skills,Project Risk Management,Technical Project Management|https://www.upwork.com/fl/~01a0d08f4d67dc14d3?s=1017484851352698979
144|Multan, Pakistan|100%|TOP RATED||17|3,152|More than 30 hrs/week|English: Native or Bilingual,Panjabi, Punjabi: Native or Bilingual,Urdu: Native or Bilingual|"Etsy & eBay Research and Listing Creation | Printful expert"|$14.99/hr|/Order Processing Deliverables,Dropshipping,Shipping Labels/Order Processing Services,Inventory Management/Other Skills,eBay Marketing,Amazon FBA,Walmart.com,Manage Etsy Site,Etsy Listing,Optimize eBay Site,eBay Listing,Amazon Listing Optimization,Inventory Report|https://www.upwork.com/fl/~018d9347063d389cd6?s=1110580761592320000
40|Bacolod City, Philippines|100%|TOP RATED|$300+|22|11,975|More than 30 hrs/week|English: Fluent,Tagalog: Native or Bilingual|eCommerce Customer Support Pro|$10.00/hr|/Order Processing Deliverables,Shipping Labels,Sales & Inventory Entries,Packing Slips,Dropshipping,Purchase Orders/Order Processing Tools,Oberlo,Online Sales Management,Airtable,Shopify/Order Processing Services,Shopify,Filing,Bookkeeping,Inventory Management,Multiple Email Account Management,Invoicing,Airtable/Other Skills|https://www.upwork.com/freelancers/~01d345c064b59b06fc?s=1110580761592320000
1717|Greater Noida, India|100%|TOP RATED PLUS||65|20,146|More than 30 hrs/week|English: Fluent,Hindi: Native or Bilingual|eCommerce Virtual Assistance|$10.00/hr|/Order Processing Services,Inventory Management,Online Sales Management,Filing,Oberlo,Phone Communication,Airtable,Invoicing,Vendor Management,Multiple Email Account Management,Xero,Bookkeeping,Shopify/Order Processing Tools,Airtable,Online Sales Management,Shopify,Oberlo,Xero/Order Processing Deliverables,Shipping Labels,Purchase Orders,Dropshipping,Sales & Inventory Entries,Packing Slips/Other Skills,Amazon Seller Central,Product Research,Ecommerce Management Consultation,Ecommerce Order Fulfillment,Amazon Dropshipping,Ecommerce Marketing,Product Listings|https://www.upwork.com/freelancers/~01ed4c1fcff5ce0af1?s=1110580761592320000
743|Varna, Bulgaria|100%|||6|3,377|As Needed - Open to Offers|English: Fluent,Bulgarian: Native or Bilingual|Executive Virtual Assistant|$20.00/hr|/Executive Virtual Assistance Skills,File Management,Communications,Google Suite,Task Coordination,Corporate Maintenance,Time Management,Microsoft Office,Email Communication,Data Entry,File Maintenance/Executive Virtual Assistance Services,Administrative Support,Presentations,Corporate Event Planning,Bookkeeping,Business Report,Travel Planning,Scheduling/Other Skills|https://www.upwork.com/freelancers/~01252e918b8f1136cd?s=1484275369793736704
400|Pasig City, Philippines|Executive Virtual Assistance|||1|34|More than 30 hrs/week|English: Fluent,Tagalog: Native or Bilingual|Digital Marketing Pro|$20.00/hr|/Executive Virtual Assistance Skills,File Management,Word Processing,Light Bookkeeping,Communications,Microsoft Office,Data Entry,Staffing Needs,Records Management,Email Communication,File Maintenance,Corporate Maintenance,Time Management,Task Coordination,Phone Communication,Spreadsheet Software/Executive Virtual Assistance Services,Providing Information to Callers,Administrative Support,Corporate Event Planning,Travel Planning,Scheduling,Bookkeeping/Other Skills|https://www.upwork.com/freelancers/~011f5603c5b680a459?s=1484275369793736704
340|Satkhira, Bangladesh|92%|TOP RATED|$40K+|296|7,247|As Needed - Open to Offers|English: Fluent,Bengali: Native or Bilingual,Dutch: Basic,French: Basic,German: Basic|"Data Entry | Company Research | Contact Lists | Enrich"|$4.99/hr|/General Research Skills,Research Methods,Topic Research,Critical Thinking Skills/General Research Deliverables,Contact List,Company Research/Other Skills|https://www.upwork.com/freelancers/~01bfed258f4e3e6dc9?s=1110580761541988352
438|Targoviste, Romania|100%|TOP RATED|$800+|7|2,902|Less than 30 hrs/week|English: Conversational|Evidence-Based Medicine, NLP Annotations|$25.00/hr|/General Research Skills,Critical Thinking Skills,Research Methods,Information Literacy,Topic Research/Other Skills,Health Science,IBM SPSS,Biostatistics,Microsoft Excel,Epidemiology,Quantitative Research,Quantitative Analysis|https://www.upwork.com/fl/~01551e8f27f8d0522b?s=1110580761541988352
1347|Pune, India|99%|TOP RATED||23|3,377|More than 30 hrs/week|English: Fluent|Amazon FBA,Seller Central,Drop-Shipping,Product Research,Ebay, Shopify|$6.00/hr|/Other Skills,BigCommerce,eBay Listing,eBay PPC,Amazon Seller Central,Amazon FBA,Shopify,Product Listings,Magento|https://www.upwork.com/freelancers/~010c7ca6806560e213?s=1110580761541988352
241|Pune, India|100%|TOP RATED PLUS||93|13,271|As Needed - Open to Offers|English: Fluent|Technical Virtual Assistant|$15.00/hr|/Virtual Assistance Focus,Executive Support,Data Entry,Ecommerce,Social Media Account Setup,Personal Administration,Digital Marketing,Virtual Assistance/General Virtual Assistance Skills,Task Coordination,Google Suite,Scheduling,Email Communication,Microsoft Office,Time Management/General Virtual Assistance Services,Scheduling/Other Skills|https://www.upwork.com/freelancers/~01e0f484547d9b8be0?s=1110580768370315264
317|Polomolok, Philippines|General Virtual Assistance|||3|316|More than 30 hrs/week|English: Fluent,Cebuano: Native or Bilingual|Legal Administrative Assistant with Clio experience|$10.00/hr|/General Virtual Assistance Services,Product Listings,Scheduling,Providing Information to Callers/General Virtual Assistance Skills,Phone Communication,Task Coordination,File Management,Email Communication,Data Entry/Virtual Assistance Focus,Real Estate,Virtual Assistance,Social Media Account Setup,Executive Support,Data Entry/Other Skills|https://www.upwork.com/freelancers/~01f4932922857fff51?s=1110580768370315264
711|Atlanta, United States|100%|TOP RATED PLUS|$80K+|45|2,163|As Needed - Open to Offers|English: Native or Bilingual|Revenue Cycle Management and Medical Billing|$48.00/hr||https://www.upwork.com/freelancers/~015fbe3027948f9413?s=1484275306770124800
1772|Islamabad, Pakistan|87%|||8|1,846|More than 30 hrs/week|English: Fluent|RCM and Medical Billing Expert|$10.00/hr|/Healthcare Project Management Services,Project Plans,Regulatory Compliance,Business Analysis,Records Management,Business Process Management,Healthcare Management,Scheduling/Healthcare Project Management Skills,Business Operations,Data Entry,Epic Systems Medical Software,Procura Healthcare Software,Invoicing/Industry,Finance & Accounting/Business Type,Startup Company/Other Skills,Communications|https://www.upwork.com/fl/~01ae10865e2c39dcbf?s=1484275306770124800
1836|Los Angeles, United States|Hours per week|||1|42|Less than 30 hrs/week|English: Native or Bilingual|Home Care Startup Mentor/Consultant|$30.00/hr|/Healthcare Project Management Services,Healthcare Management,Business Process Management,Project Plans,Business Analysis,Records Management,Scheduling/Healthcare Project Management Skills,Data Entry,Business Operations,Budget Management,Invoicing/Business Size,Business with 10-99 Employees,Business with 1-9 Employees,Business with 100-999 Employees/Business Type,Startup Company,Limited Liability Company/Other Skills,Consultation Session,Management Consulting|https://www.upwork.com/freelancers/~014627d17f84c68653?s=1484275306770124800
818|Bacolod City, Philippines|71%|||26|3,722|As Needed - Open to Offers|English: Fluent|Executive Legal Extraordinaire|$15.00/hr|/Legal Virtual Assistance Skills,PACER,Filing,Spreadsheet Software,Invoicing,Microsoft Office,Legal Documentation/Legal Virtual Assistance Services,Form Completion,Legal Research,Process Documentation,Records Management/Other Skills|https://www.upwork.com/fl/~018c40c54b60bdd7c1?s=1484275401007747072
1232|Lahore, Pakistan|79%|||8|204|More than 30 hrs/week|English: Native or Bilingual,Urdu: Conversational|Content Writer/Paralegal Researcher/Virtual Assistant/Legal|$8.00/hr|/Legal Virtual Assistance Skills,Filing,Spreadsheet Software,Desktop Publishing,Presentations,Report Writing,Microsoft Office,Legal Documentation/Legal Virtual Assistance Services,Legal Consulting,Legal Research,Process Documentation,Records Management/Other Skills|https://www.upwork.com/freelancers/~0130559c8a76c5d8fd?s=1484275401007747072
1065|Calamba City, Philippines|94%|TOP RATED|$30K+|63|2,809|As Needed - Open to Offers|English: Fluent,Tagalog: Native or Bilingual|"Expert Market Research | Data Mining | Web Research | Shopify Manager"|$15.00/hr|/Market Research Types,Pricing Research,Customer Satisfaction Research,Marketing Data Analytics,Market Analysis,Competitive Analysis,Online Research,Brand Research,Consumer Research/Other Skills|https://www.upwork.com/freelancers/~015b04864e42fc8d66?s=1017484851352698990
87|Orlando, United States|100%|TOP RATED PLUS|$6K+|148|819|More than 30 hrs/week|English: Native or Bilingual|Energy Analyst|$145.00/hr|/Market Research Types,Market Analysis/Market Research Deliverables,Data Analysis/Other Skills,Community Moderation,Community Management,Community Engagement|https://www.upwork.com/freelancers/~01f08e3d1afdd7a35a?s=1017484851352698990
734|Canelones, Uruguay|82%|||11|179|Less than 30 hrs/week|English: Fluent,Spanish: Native or Bilingual,Portuguese: Fluent|Expert LAWYER in Marketing Research, Data Analysis and Lead Generation|$15.00/hr|/Market Research Deliverables,Research Interviews,Recruiting,Focus Group Moderation,Mystery Shopping,Presentations,Market Research Interview,Market Research,Report Writing,Focus Groups,Data Analysis,Data Processing,Field Studies/Market Research Types,Customer Experience Research,Consumer Research,Market Analysis,Brand Research,Advertising Research,Communications Development & Testing,Audience Segmentation & Targeting,Customer Satisfaction Research,Competitive Analysis,Online Research,Quantitative Research,Qualitative Research,Market Segmentation Research,Secondary Research/Market Research Tools,Tableau/Other Skills|https://www.upwork.com/fl/~013b95239db93cc249?s=1017484851352698990
1386|Rawalpindi, Pakistan|100%|TOP RATED PLUS||5|1,885|As Needed - Open to Offers|English: Fluent,Urdu: Native or Bilingual|Medical billing, Claims AR, Data Entry, Authorizations & Credentialing|$5.00/hr|/Medical Virtual Assistance Skills,Light Project Management,Phone Communication,Microsoft Office,Data Entry,Invoicing,Preauthorization,Insurance Verification,Communications,Prescription Refills,Task Coordination/Medical Virtual Assistance Services,Order Management,Medical Referrals,Filing,Scheduling,EMR Data Entry,Records Management,Medical Transcription,Purchasing Management/Other Skills,Medical Billing & Coding,ICD Coding|https://www.upwork.com/freelancers/~010a9524c305408206?s=1484275299186823168
689|Orange Park, United States|100%|||7|296|Less than 30 hrs/week|English: Fluent|Credentialing specialist CAQH, PECOS, and commercial insurance|$50.00/hr|/Other Skills,Medical Billing & Coding,Healthcare Management|https://www.upwork.com/freelancers/~0143babd6069c1accd?s=1484275299186823168
292|Lubbock, United States|94%||$30K+|170|1,281|As Needed - Open to Offers|English: Native or Bilingual,Spanish: Conversational|Ad Hoc Specialist / Misc. Virtual Assistant|$25.00/hr|/Data Entry Services,Document Conversion,Sales Lead Lists,Data Cleansing,Word Processing/Transcription Deliverables,General Transcription,Lecture Notes,Meeting Notes/Transcription Types,Audio Transcription/Other Skills,CRM Software,Microsoft Excel,PDF Conversion,Invoicing,Typing,English to Spanish Translation,Rebranding,Spanish to English Translation,Formatting,Voice Recording,Excel Formula,Data Extraction|https://www.upwork.com/freelancers/~01967073548efd054f?s=1484275274419458048
2|Rampura, Bangladesh|Hours per week||$1K+|2|3|More than 30 hrs/week|English: Fluent,Bengali: Native or Bilingual|"Data Entry | Professional Translator & Transcriber | English-Bengali"|$8.00/hr|/Transcription Deliverables,General Transcription,Subtitles,Caption/Order Processing Deliverables,Sales & Inventory Entries,Purchase Orders,Shipping Labels/Transcription Types,Live Transcription,Business Transcription,Audio Transcription,Academic Transcription/Data Entry Services,Product Listings,Word Processing,Error Detection,Data Cleansing/Other Skills,Translation,Bengali to English Translation,English to Bengali Translation|https://www.upwork.com/freelancers/~017b7c3e61858a9a4a?s=1484275274419458048
277|Redfield, United States|99%|TOP RATED PLUS||339|2,162|More than 30 hrs/week|English: Native or Bilingual|Transcriptionist|$35.00/hr|/Transcription Types,Video Transcription,Business Transcription,Academic Transcription,Audio Transcription,Medical Transcription,Live Transcription,Podcast Transcription,Legal Transcription/Order Processing Deliverables,Shipping Labels,Packing Slips,Sales & Inventory Entries/Transcription Deliverables,Caption,Lecture Notes,Subtitles,Closed Captioning,Transcription Timestamping,Meeting Notes,General Transcription/Data Entry Services,Document Conversion,Word Processing,Product Listings,Error Detection,Data Cleansing,Sales Lead Lists/Other Skills|https://www.upwork.com/fl/~018262f6f9e6d7b832?s=1484275274419458048
813|Rimbo, Sweden|100%|TOP RATED||12|642|As Needed - Open to Offers|English: Fluent,Ukrainian: Native or Bilingual,Swedish: Fluent|Technical Support Specialist|$20.00/hr|/Product Reviews Services,Secondary Research,New Product Innovation/Market Research Types,Brand Research,Competitive Analysis/Quantitative Research Services,Report Writing/Other Skills,Automotive,Vehicle,Car|https://www.upwork.com/fl/~01d4940c7abbc500e0?s=1484275076360228864
676|Dinajpur, Bangladesh|64%|||9|15|More than 30 hrs/week|English: Fluent|"GMB | Facebook | TrustPilot | Yelp| BBB | Reputation Management"|$10.00/hr|/Quantitative Research Services,Research & Development,Tracking Studies,Referral Sources,Focus Groups,Market Analysis,Rankings Research/Market Research Types,Brand Research,Competitive Analysis,Online Research,Consumer Research,New Product Innovation,Market Segmentation Research,Audience Segmentation & Targeting,Market Analysis,Advertising Research/Product Reviews Services,Report Writing,Consumer Profiling,Secondary Research,Presentations,New Product Innovation,Reputation Management/Qualitative Research Services,Research & Development,Content Analysis,Rankings Research,Focus Groups/Other Skills,Google Maps,Search Engine Optimization,Document Review,B2B Lead Generation,Public Relations,Consumer Review,Review Website,Google Local Business Optimization,Google My Business Optimization,Customer Feedback Documentation,Local SEO,Data Entry,Music Review,Facebook Marketing,Real Estate,Brand Management,Feedback & Satisfaction Survey,Local Citation,Yelp Management,Online Reputation Management,Review or Feedback Collection,Google My Business Listing|https://www.upwork.com/freelancers/~01c3adb4c76e1a1fe7?s=1484275076360228864
