job_id,hourly_rate,freelancer_id,weekly_hours_needed,project_length,skills_required,earnings,feedback_for_freelancer,client_location
217,$49.99,1588,0,1,"['Search Engine Marketing Tools', 'Google Analytics', 'Google Ads', 'Google Tag Manager', 'Search Engine Marketing Services', 'Marketing Analytics', 'PPC Campaign Setup & Management', 'Other', 'Search Engine Marketing', 'Pay Per Click Advertising', 'Copywriting', 'Text Ad', 'Display Ad', 'Desktop Ad', 'Facebook', 'B2C Marketing', 'Business with 1-9 Employees', 'Mobile Advertising']",199.96,5.0,North America
218,$45.00,726,0,0,"['Troubleshooting', 'Desktop Support', 'Printer', 'Technical Support', 'PDF Conversion', 'Mac OS X Administration', 'Microsoft Outlook', 'Microsoft Office', 'Quickbooks', 'Scanner', 'Microsoft Windows', 'Antivirus & Security Software', 'Plugin Installation', 'Computer Hardware Installation', 'Computer Operating System']",12.5,3.0,North America
219,$65.00,194,0,0,"['Limited Liability Company', 'Legal Consulting', 'Legal']",390.0,4.5,North America
220,,1768,2,0,"['Technical Writing Deliverables', 'Technical Documentation', 'Other', 'Technical Writing']",150.0,4.6,North America
221,,1162,0,0,['Unreal Engine'],420.0,5.0,North America
222,$80.00,683,0,0,"['Microsoft Excel', 'Google Sheets', 'Data Analysis', 'Microsoft Office', 'Inventory Management', 'Administrative Support', 'Hospitality', 'Data Visualization']",3866.67,4.65,North America
223,,1392,2,0,"['Business Plan', 'Business Writing', 'Business Analysis', 'Business Proposal Writing', 'Project Proposal', 'Writing', 'Financial Planning', 'Business Modeling']",50.0,2.5,Europe
225,,1515,0,2,"['SEO Services', 'On-Page SEO', 'Off-Page SEO', 'Technical SEO', 'Content SEO', 'Competitive Analysis', 'SEO Keyword Research', 'SEO Backlinking', 'SEO Audit', 'Other', 'SEO Writing', 'SEO Backlinking', 'Marketing Audit', 'Off-Page SEO', 'Business with 10-99 Employees', 'B2B Marketing']",812.51,5.0,Europe
226,,966,0,0,"['Business Type', 'Startup Company', 'Other', 'Notion', 'Data Entry', 'Google Docs', 'Microsoft Excel', 'Administrative Support', 'Template Design']",100.0,5.0,North America
227,,292,2,0,"['Virtual Assistant', 'Researcher']",5.0,3.0,Europe
229,$25.00,1131,0,3,"['Content Writing Deliverables', 'Social Media Content', 'Website Content', 'Landing Page', 'About Us Page', 'Other', 'Content Writing', 'Search Engine Optimization', 'Blog Writing', 'SEO Writing', 'Blog Content', 'Real Estate', 'English']",70.83,3.0,North America
230,$40.00,488,0,0,"['Tax Preparation Skills', 'Accounting Principles & Practices', 'Certified Tax Preparer', 'Other', 'Nonprofit Organization', 'Tax Preparation', 'Bookkeeping', 'QuickBooks Online', 'Accounting']",353.33,5.0,North America
231,,390,2,0,"['Graphic Design', 'Microsoft Word', 'Layout Design']",100.0,5.0,North America
233,,1758,2,0,"['Testing Types', 'API Testing', 'Mobile App Testing', 'Desktop Application Testing', 'Database Testing', 'Automation Testing Deliverables', 'Annotated Screenshot', 'QA Engineering', 'Bug Tracking & Reports', 'Quality Control', 'Release Notes', 'Test Design', 'Test Execution', 'Test Management', 'Test Results & Analysis', 'Test Strategy', 'Traceability Matrix', 'Automated Tests', 'Compatibility Testing', 'Component Testing', 'End-to-End Testing', 'Integration Testing', 'Regression Testing', 'Stress Testing', 'Unit Testing', 'Alpha Testing', 'Baseline Testing', 'Beta Testing', 'Boundary Value Analysis', 'Compliance Testing', 'Disaster Recovery Testing', 'Efficiency Testing', 'Endurance Testing', 'Equivalence Partitioning', 'Error Guessing', 'Failover Testing', 'Installation Testing', 'Interface Testing', 'Internationalization Testing', 'Localization Testing', 'Maintainability Testing', 'Portability Testing', 'Recovery Testing', 'Quality Assurance Tools', 'Amplitude', 'Automated Testing Frameworks & Tools', 'JUnit', 'Other', 'Performance Testing', 'Apache JMeter', 'Automated Testing', 'Web Testing', 'Load Testing', 'Software Testing', 'Software QA', 'Test Automation Framework']",4000.0,5.0,Europe
234,$15.00,890,0,0,"['Copy Editing Services', 'Copy Editing', 'Other', 'Proofreading', 'Blog Writing', 'Blog Content']",27.5,5.0,North America
236,,1888,2,0,"['Blockchain & NFT Programming Languages', 'Node.js', 'JavaScript', 'CSS', 'Other', 'React', 'HTML5', 'HTML', 'CSS 3', 'Web Application', 'TypeScript']",525.0,3.0,Asia
237,,1297,1,2,"['PHP', 'Laravel', 'Vue.js', 'MySQL Programming']",812.51,5.0,Oceania
238,,617,2,0,"['Researcher', 'Topic Research', 'Data Analysis', 'Content Writing']",3700.0,5.0,North America
239,,374,2,0,"['Blog Writing', 'Video Upload']",5.0,5.0,North America
240,$30.00,1011,0,0,"['B Testing', 'Data Analysis', 'Conversion Rate Optimization', 'Google Analytics']",70.0,5.0,Europe
241,$100.00,632,0,0,"['Copywriting', 'Product Description', 'Creative Writing', 'Sales Copywriting', 'Sales Letter', 'Sales Writing', 'Marketing Strategy', 'Sales Strategy', 'Sales Funnel Copywriting', 'Email Copywriting', 'Ad Copy', 'English', 'Newsletter', 'Facebook Advertising']",533.33,3.0,North America
242,$18.00,1065,0,1,"['Market Research Types', 'Competitive Analysis', 'Other', 'Market Analysis', 'Market Research', 'Marketing Strategy', 'Researcher']",18.0,5.0,Europe
244,$5.00,1406,1,1,"['Languages', 'Zulu', 'English', 'Transcription Types', 'Audio Transcription', 'Other', 'Audio Services']",168.33,5.0,Asia
245,,150,2,0,['Content Writing'],812.51,5.0,North America
246,,563,0,0,"['Scripting & Automation Deliverables', 'Automation', 'Data Extraction', 'Other', 'Google Sheets', 'Microsoft Excel', 'Data Entry', 'Google Apps Script']",70.0,5.0,Europe
248,$100.00,1727,0,0,"['Product Photography', 'Commercial Photography', 'Photo Editing', 'Lifestyle Photography', 'Event Photography', 'Indoor Lifestyle Photography', 'Portrait Art']",350.0,5.0,North America
251,,1740,0,0,"['Grant Writing', 'Grant Research & Prospect List', 'Grant Application', 'Proposal Writing', 'Business Writing', 'Prospect List']",800.0,5.0,North America
252,$5.00,340,0,2,"['Researcher', 'Topic Research']",50.83,5.0,Europe
253,$40.00,1827,0,1,"['Machine Learning Tools', 'PyTorch', 'Machine Learning Methods', 'Computer Vision', 'Other', 'Python', 'Machine Learning', 'Natural Language Processing']",2933.33,4.85,North America
254,,683,0,1,"['Data Visualization Deliverables', 'Dashboard', 'Other', 'Google Sheets', 'Data Visualization']",480.0,5.0,North America
255,,1827,2,0,"['Deep Learning Skills', 'Computer Vision', 'Other', 'Deep Learning', 'Surgery Video']",1750.0,5.0,Asia
256,$8.75,241,0,3,"['Content Writing Services', 'Content Writing', 'Editing & Proofreading', 'Content Writing Deliverables', 'Blog Content', 'Social Media Content', 'Other', 'Article Writing', 'Creative Writing', 'English']",45.21,5.0,North America
258,,328,2,0,"['Firmware Features', 'Bluetooth', 'Firmware Development Deliverables', 'Firmware', 'Firmware Programming Languages', 'C++', 'Other', 'Core Bluetooth', 'Microcontroller Programming', 'C']",75.0,3.0,North America
259,$145.00,1400,0,2,"['Content Writing', 'SEO Writing', 'Website Content']",410.83,3.0,North America
260,,801,0,0,"['Animation for Kids', 'Adobe Premiere Pro', 'Video Editing', 'Video Transition', 'Video Animation', 'Video Design', 'Animation', 'Animation for Streamers', 'Video Intro & Outro', 'Lead Generation', 'Videography', 'Explainer Video', 'Video Editing & Production', 'Video Post-Editing']",30.0,5.0,Asia
261,,236,2,1,"['Graphic Design Deliverables', 'Signage', 'Brand Identity & Guidelines', 'Menu', 'Catalog', 'Logo', 'Graphic Design Services', 'Packaging Design', 'Other', 'Luxurious', 'Contemporary Style', 'Minimalist', 'Modern Style']",1080.0,3.0,Europe
262,,906,2,0,"['Retouching Services', 'Retouching & Enhancement', 'Other', 'Adobe Photoshop', 'Photo Editing', 'Photo Retouching', 'Image Editing']",100.0,5.0,North America
264,$8.00,1440,0,2,"['Facebook', 'Facebook Advertising', 'Retargeting']",41.33,5.0,North America
265,$32.00,1159,2,0,"['Data Analytics Tools', 'Microsoft Excel', 'Other', 'Statistics', 'Data Analysis', 'Visual Basic for Applications']",48.0,3.0,North America
266,$20.00,1734,0,2,"['Python', 'Mathematics', 'Tutoring']",166.67,5.0,North America
267,,5,0,2,"['Mobile Programming Languages', 'JavaScript', 'Other', 'jQuery', 'DHTML', 'CSS']",812.51,3.0,North America
269,,359,0,1,"['Content Writing', 'Creative Writing', 'Ebook']",812.51,4.6,North America
270,$60.00,194,0,1,"['General Counsel Skills', 'Contract Negotiation', 'Industry', 'Retail & Consumer Goods', 'Other', 'State Bar of Texas', 'Legal', 'Legal Consulting']",100.0,5.0,North America
273,,113,2,0,"['Deep Learning Languages', 'Python']",812.51,5.0,Asia
274,,874,0,0,"['Systems Expertise', 'Salesforce', 'Other', 'Salesforce CRM', 'Salesforce Lightning']",15.0,5.0,North America
275,$35.00,1474,0,0,['Jewelry Design'],140.0,3.0,North America
276,,1080,2,0,"['Social Media Platforms', 'TikTok', 'Other', 'Community Outreach']",7.0,3.0,Europe
277,$45.00,1038,0,2,"['Copywriting Services', 'Copywriting', 'Copywriting Deliverables', 'Ad Copy', 'Other', 'English']",127.5,5.0,North America
279,,321,2,0,"['Copy Editing Services', 'Copy Editing', 'Other', 'Proofreading', 'English']",250.0,5.0,North America
280,$90.00,683,0,0,"['Scripting & Automation Deliverables', 'Automation', 'API Integration', 'Platform Expertise', 'Google Docs', 'Other', 'Google Apps Script', 'Data Scraping', 'Python', 'Scripting', 'Google Sheets']",135.0,5.0,North America
281,,175,2,0,"['Business Services', 'Business Plan', 'Business Writing', 'Researcher', 'Market Research', 'English']",812.51,4.8,North America
282,$30.00,975,2,0,"['Content Writing Deliverables', 'Website Content', 'Content Writing Services', 'Researcher', 'Other', 'Value proposition']",195.0,5.0,Europe
283,,374,2,0,"['Writing Tutoring Services', 'Academic Writing', 'Creative Writing', 'Other', 'Writing', 'English', 'Proofreading', 'Content Writing', 'Geometry', 'Mathematics']",50.0,5.0,North America
284,,1120,2,0,"['Copywriting Services', 'Content Writing', 'Copywriting Deliverables', 'Article', 'Other', 'Article Writing', 'Blog Writing', 'Blog Content', 'Creative Writing', 'Researcher', 'US English Dialect', 'Health & Fitness']",665.0,5.0,Europe
285,$100.00,1644,1,1,"['Google Analytics', 'Google Tag Manager', 'Search Engine Optimization', 'Marketing Analytics', 'Analytics', 'Pay Per Click Advertising', 'Google Ads', 'Google Optimize', 'Google Analytics API', 'JavaScript']",500.0,3.0,Asia
286,$8.00,1174,0,2,"['Telemarketing Services', 'Cold Calling', 'Data Entry', 'Lead Generation', 'Sales', 'Email Communication', 'Telemarketing Scriptwriting', 'Scheduling', 'Business Size', 'Business with 1-9 Employees', 'Business with 10-99 Employees', 'Business with 100-999 Employees', 'Other', 'Sales', 'Telemarketing', 'Outbound Sales', 'Email Marketing', 'B2B Marketing', 'Sales', 'Scheduling', 'Ecommerce', 'List Building']",74.67,5.0,North America
287,,194,0,2,"['American Bar Association State Licensing', 'New York State Bar Association', 'Other', 'lawyer', 'Legal', 'Administrative Support']",50.0,3.0,North America
289,,85,0,0,"['Copy Editing', 'Business Writing', 'Cooking', 'Data Entry', 'SEO Writing', 'Blog Writing', 'Error Detection', 'English', 'Proofreading', 'Editor', 'Editing & Proofreading']",250.0,3.0,Asia
290,,321,2,0,"['Writing', 'English', 'Editor', 'Article Writing', 'Content Writing', 'Proofreading']",5.0,3.0,Asia
291,$300.00,136,0,0,"['Legal', 'Nonprofit Organization', 'Employment Law', 'Corporate Law', 'Contract Law']",200.0,5.0,North America
292,,1588,2,0,"['Search Engine Marketing Tools', 'Google Ads']",50.0,3.0,Oceania
294,$25.00,231,2,1,"['Process Optimization', 'Gantt Charts']",174.17,5.0,Oceania
295,,1514,0,0,"['Business Analysis', 'Online Research', 'Data Analysis', 'Management Consulting', 'Competitive Analysis', 'Industry Research', 'Supplier Search', 'Qualitative Research', 'Quantitative Research', 'Company Research', 'Research & Strategy', 'Company Profile']",812.51,5.0,Asia
297,,1847,2,0,"['Cover Letter Writing', 'Resume', 'Resume Writing', 'Resume Development', 'Resume Design', 'Proofreading']",812.51,3.0,North America
298,,764,2,0,"['Scripting & Automation Deliverables', 'Data Extraction', 'Other', 'Python', 'API', 'Scripting']",50.0,5.0,Europe
299,,136,2,0,"['Business Formation Types', 'Sole Proprietorship', 'Limited Liability Company', 'Other', 'Contract Law', 'Legal Writing']",500.0,3.0,North America
300,,246,2,0,"['Translation', 'Burmese']",40.0,5.0,Europe
301,,327,0,1,"['Trademark', 'Trademark Search']",812.51,5.0,North America
302,,374,0,1,"['Physics Subjects', 'Molecular Physics', 'Other', 'Physics']",100.0,5.0,Europe
303,,175,2,0,"['Business Plan', 'Business Planning & Strategy', 'Marketing Strategy']",812.51,3.0,Asia
306,,1131,2,1,"['Recruiting & Talent Sourcing Skills', 'Candidate Sourcing', 'Staff Recruitment & Management', 'Resume Screening', 'Recruiting & Talent Sourcing Deliverables', 'Hiring Strategy', 'IT Recruiting', 'Other', 'Recruiting']",47.0,4.8,North America
307,,1162,0,0,['Unreal Engine'],370.0,5.0,North America
308,,57,0,0,"['Video Editing', 'Social Media Management', 'YouTube Marketing', 'Animation', 'Motion Graphics']",160.0,3.0,Europe
309,,1888,2,0,"['PHP', 'API Development', 'RESTful API', 'API Integration', 'Web Development']",200.0,3.0,Asia
311,,414,2,3,"['Data Entry', 'Data Mining', 'Microsoft Excel', 'Social Media Management', 'Google Docs', 'Lead Generation', 'LinkedIn Development', 'Email Communication', 'Researcher', 'Data Scraping']",369.0,5.0,Oceania
312,,859,2,0,"['Analog Art Types', 'Drawing', 'Painting', 'Other', 'Oil Painting', 'Concept Artistry', 'Digital Painting', 'Illustration']",150.0,4.15,North America
313,$35.00,1294,0,0,"['Ethical Hacking', 'WordPress Malware Removal', 'Web Development', 'Security Engineering', 'Office Administration', 'Network Penetration Testing', 'Penetration Testing', 'Application Security', 'Information Security', 'Malware Removal', 'Metasploit', 'Vulnerability Assessment', 'Firewall', 'Digital Forensics', 'Kali Linux']",455.0,5.0,North America
314,,1131,0,1,"['Canadian English Dialect', 'Creative Writing', 'Transcreation']",13.0,5.0,Asia
315,,1588,2,0,"['Search Engine Marketing Tools', 'Google Ads', 'Google Shopping', 'Search Engine Marketing Services', 'PPC Campaign Setup & Management', 'Other', 'SEO Audit', 'Google Merchant Center']",100.0,5.0,Oceania
317,,501,2,0,"['Devices', 'Smartphone', 'Mobile Platforms', 'iOS', 'watchOS', 'Mobile Programming Languages', 'Swift', 'Objective-C']",100.0,5.0,Africa
318,,175,0,0,"['Grant Writing', 'Editing & Proofreading', 'Content Writing', 'Executive Summary']",812.51,5.0,North America
319,,1269,0,0,"['Paralegal Skills', 'Document Analysis', 'Draft Documentation', 'File Documentation', 'Legal Research', 'Other', 'Legal Consulting']",695.0,5.0,North America
320,$40.00,264,0,0,"['Microsoft Excel', 'Visual Basic for Applications', 'Automation', 'Macro Programming', 'Spreadsheet Software', 'Data Entry']",680.0,5.0,Asia
321,$45.00,107,0,3,"['Bookkeeping', 'Xero', 'Bank Reconciliation']",30.0,5.0,North America
322,$15.00,867,0,1,['Russian'],75.0,3.0,North America
323,$85.00,1463,0,1,"['Equal Employment Opportunity Commission Standard', 'Employment Dispute', 'Employment Law']",580.84,3.0,North America
324,,649,2,0,"['Academic Writing', 'Financial Reporting', 'International Financial Reporting Standards', 'Microsoft PowerPoint']",80.0,5.0,Europe
325,$30.00,1191,0,0,"['Mobile Design Deliverables', 'Mobile App Redesign', 'Mobile Design Skills', 'Usability Testing', 'User Experience Strategy', 'UX', 'UI Design Software', 'Figma', 'Business Size', 'Business with 1-9 Employees', 'Other', 'Mobile App Design']",450.0,5.0,Europe
326,,215,2,0,"['Project Management', 'Project Objectives', 'Project Scheduling', 'Project Plans', 'Communications']",18.0,5.0,Europe
328,,1419,0,0,"['UX Prototyping', 'Adobe XD', 'Responsive Design', 'User Interface Design', 'User Experience Design', 'HTML', 'CSS', 'Webflow', 'HTML5', 'WordPress', 'Website']",640.0,5.0,Europe
329,,124,2,0,"['Quality Assurance Tools', 'Amplitude', 'Asana', 'Atlassian Bamboo', 'GoCD', 'GitLab', 'Codefresh', 'Docker', 'Bugzilla', 'JetBrains TeamCity', 'Manual Tests', 'Performance Testing', 'Usability Testing', 'Compliance Testing', 'Error Guessing', 'Internationalization Testing', 'Sanity Testing', 'Beta Testing', 'Compatibility Testing', 'End-to-End Testing', 'Component Testing', 'Integration Testing', 'Regression Testing', 'Stress Testing', 'Alpha Testing', 'Baseline Testing', 'Boundary Value Analysis', 'Documentation Testing', 'Game Testing', 'Installation Testing', 'Testing Types', 'API Testing', 'Database Testing', 'Web Testing', 'Manual Testing Deliverables', 'Bug Tracking & Reports', 'Test Execution', 'Test Management', 'Test Results & Analysis', 'Traceability Matrix', 'Annotated Screenshot', 'Release Notes', 'Test Requirements', 'Test Strategy', 'Manual Testing Frameworks & Tools', 'TestLink', 'Postman', 'Other', 'Mobile App Testing', 'Software QA', 'Functional Testing', 'Automated Testing', 'Testing', 'Manual Testing', 'Software Testing']",3000.0,5.0,North America
330,$50.00,1419,0,0,"['Web Design', 'Web Development', 'Adobe Photoshop', 'WordPress', 'Graphic Design', 'Visual Communication']",775.0,3.0,North America
332,,1888,2,0,"['Full Stack Development Deliverables', 'Web Application', 'API Integration', 'Business Size', 'Business with 1-9 Employees', 'Full Stack Development Skills', 'Amazon Web Services', 'Other', 'Android', 'iOS Development', 'Web Design', 'iOS SDK', 'AWS AppSync', 'Android App Development', 'Web UI', 'Website', 'iOS', 'Web Application', 'API']",300.0,4.5,Europe
334,,353,2,0,"['Adobe After Effects', '2D Animation', 'Animation']",20.0,5.0,Asia
